year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state,total_man_by_state,total_woman_by_state
2014,Baja California Sur,M s de 1 hasta 2 s.m.,9571,7074,2497,0,0,0
2014,Baja California Sur,M s de 10 s.m.,224423,109636,114787,0,0,0
2014,Baja California Sur,M s de 2 hasta 3 s.m.,128049,122121,5928,0,0,0
2014,Baja California Sur,M s de 3 hasta 5 s.m.,88755,57458,31297,0,0,0
2014,Baja California Sur,M s de 5 hasta 10 s.m.,34166,24784,9382,0,0,0
2014,Baja California Sur,No especificado,8604,5486,3118,0,0,0
2014,Baja California Sur,No recibe ingresos,47230,40704,6526,0,0,0
2014,Campeche,1 salario m¡nimo,35721,26750,8971,0,0,0
2014,Campeche,Menos de 1 s.m.,298675,285160,13515,0,0,0
2014,Campeche,M s de 1 hasta 2 s.m.,6471,6050,421,0,0,0
2014,Campeche,M s de 10 s.m.,234167,97462,136705,0,0,0
2014,Campeche,M s de 2 hasta 3 s.m.,165491,156767,8724,0,0,0
2014,Campeche,M s de 3 hasta 5 s.m.,139886,71814,68072,0,0,0
2014,Campeche,M s de 5 hasta 10 s.m.,23144,19434,3710,0,0,0
2014,Campeche,No especificado,9715,7612,2103,0,0,0
2014,Campeche,No recibe ingresos,53859,50526,3333,0,0,0
2014,Chiapas,1 salario m¡nimo,21029,19255,1774,0,0,0
2014,Chiapas,Menos de 1 s.m.,2880010,2757255,122755,0,0,0
2014,Chiapas,M s de 1 hasta 2 s.m.,15808,13155,2653,0,0,0
2014,Chiapas,M s de 10 s.m.,996927,403374,593553,0,0,0
2014,Chiapas,M s de 2 hasta 3 s.m.,487176,478274,8902,0,0,0
2014,Chiapas,M s de 3 hasta 5 s.m.,546393,285550,260843,0,0,0
2014,Chiapas,M s de 5 hasta 10 s.m.,145919,112447,33472,0,0,0
2014,Chiapas,No especificado,13004,9122,3882,0,0,0
2014,Chiapas,No recibe ingresos,246695,243145,3550,0,0,0
2014,Chihuahua,1 salario m¡nimo,93101,87706,5395,0,0,0
2014,Chihuahua,Menos de 1 s.m.,581787,543424,38363,0,0,0
2014,Chihuahua,M s de 1 hasta 2 s.m.,22562,17060,5502,0,0,0
2014,Chihuahua,M s de 10 s.m.,867818,445284,422534,0,0,0
2014,Chihuahua,M s de 2 hasta 3 s.m.,422996,406388,16608,0,0,0
2014,Chihuahua,M s de 3 hasta 5 s.m.,1645520,1019428,626092,0,0,0
2014,Chihuahua,M s de 5 hasta 10 s.m.,161058,114486,46572,0,0,0
2014,Chihuahua,No especificado,44009,29233,14776,0,0,0
2014,Chihuahua,No recibe ingresos,186026,169843,16183,0,0,0
2014,Ciudad de Mxico,1 salario m¡nimo,5751,5751,0,0,0,0
2014,Ciudad de Mxico,Menos de 1 s.m.,80594,61712,18882,0,0,0
2014,Ciudad de Mxico,M s de 1 hasta 2 s.m.,54399,35306,19093,0,0,0
2014,Ciudad de Mxico,M s de 10 s.m.,2928726,1487124,1441602,0,0,0
2014,Ciudad de Mxico,M s de 2 hasta 3 s.m.,868962,805728,63234,0,0,0
2014,Ciudad de Mxico,M s de 3 hasta 5 s.m.,1750451,1131899,618552,0,0,0
2014,Ciudad de Mxico,M s de 5 hasta 10 s.m.,463017,313390,149627,0,0,0
2014,Ciudad de Mxico,No especificado,291114,173208,117906,0,0,0
2014,Ciudad de Mxico,No recibe ingresos,919286,824146,95140,0,0,0
2014,Coahuila,1 salario m¡nimo,52223,47725,4498,0,0,0
2014,Coahuila,Menos de 1 s.m.,232605,212513,20092,0,0,0
2014,Coahuila,M s de 1 hasta 2 s.m.,23198,17407,5791,0,0,0
2014,Coahuila,M s de 10 s.m.,743330,327215,416115,0,0,0
2014,Coahuila,M s de 2 hasta 3 s.m.,389225,368919,20306,0,0,0
2014,Coahuila,M s de 3 hasta 5 s.m.,1364749,948833,415916,0,0,0
2014,Coahuila,M s de 5 hasta 10 s.m.,133321,104728,28593,0,0,0
2014,Coahuila,No especificado,41514,26375,15139,0,0,0
2014,Coahuila,No recibe ingresos,218073,202907,15166,0,0,0
2014,Colima,1 salario m¡nimo,7269,5226,2043,0,0,0
2014,Colima,Menos de 1 s.m.,154595,130993,23602,0,0,0
2014,Colima,M s de 1 hasta 2 s.m.,10518,9009,1509,0,0,0
2014,Colima,M s de 10 s.m.,201304,79845,121459,0,0,0
2014,Colima,M s de 2 hasta 3 s.m.,108868,104429,4439,0,0,0
2014,Colima,M s de 3 hasta 5 s.m.,114226,66601,47625,0,0,0
2014,Colima,M s de 5 hasta 10 s.m.,37427,28252,9175,0,0,0
2014,Colima,No especificado,8353,5872,2481,0,0,0
2014,Colima,No recibe ingresos,91983,75046,16937,0,0,0
2014,Durango,1 salario m¡nimo,43578,39712,3866,0,0,0
2014,Durango,Menos de 1 s.m.,461456,441089,20367,0,0,0
2014,Durango,M s de 1 hasta 2 s.m.,7863,6704,1159,0,0,0
2014,Durango,M s de 10 s.m.,448461,176396,272065,0,0,0
2014,Durango,M s de 2 hasta 3 s.m.,213137,206402,6735,0,0,0
2014,Durango,M s de 3 hasta 5 s.m.,440564,300446,140118,0,0,0
2014,Durango,M s de 5 hasta 10 s.m.,62045,47684,14361,0,0,0
2014,Durango,No especificado,16905,10869,6036,0,0,0
2014,Durango,No recibe ingresos,107604,102168,5436,0,0,0
2014,Estado de Mxico,1 salario m¡nimo,15223,12310,2913,0,0,0
2014,Estado de Mxico,Menos de 1 s.m.,1287763,1190861,96902,0,0,0
2014,Estado de Mxico,M s de 1 hasta 2 s.m.,78273,71499,6774,0,0,0
2014,Estado de Mxico,M s de 10 s.m.,5335920,2624131,2711789,0,0,0
2014,Estado de Mxico,M s de 2 hasta 3 s.m.,2320258,2260946,59312,0,0,0
2014,Estado de Mxico,M s de 3 hasta 5 s.m.,4958248,3400682,1557566,0,0,0
2014,Estado de Mxico,M s de 5 hasta 10 s.m.,721898,548976,172922,0,0,0
2014,Estado de Mxico,No especificado,238913,173897,65016,0,0,0
2014,Estado de Mxico,No recibe ingresos,1767013,1648277,118736,0,0,0
2014,Guanajuato,1 salario m¡nimo,22835,22164,671,0,0,0
2014,Guanajuato,Menos de 1 s.m.,1047275,936104,111171,0,0,0
2014,Guanajuato,M s de 1 hasta 2 s.m.,25812,21099,4713,0,0,0
2014,Guanajuato,M s de 10 s.m.,1568920,627690,941230,0,0,0
2014,Guanajuato,M s de 2 hasta 3 s.m.,720372,694474,25898,0,0,0
2014,Guanajuato,M s de 3 hasta 5 s.m.,2323411,1576889,746522,0,0,0
2014,Guanajuato,M s de 5 hasta 10 s.m.,346114,269841,76273,0,0,0
2014,Guanajuato,No especificado,35466,21854,13612,0,0,0
2014,Guanajuato,No recibe ingresos,247446,230842,16604,0,0,0
2014,Guerrero,1 salario m¡nimo,16566,11933,4633,0,0,0
2014,Guerrero,Menos de 1 s.m.,1714208,1473846,240362,0,0,0
2014,Guerrero,M s de 1 hasta 2 s.m.,19058,15497,3561,0,0,0
2014,Guerrero,M s de 10 s.m.,804637,286081,518556,0,0,0
2014,Guerrero,M s de 2 hasta 3 s.m.,378796,373035,5761,0,0,0
2014,Guerrero,M s de 3 hasta 5 s.m.,517671,234093,283578,0,0,0
2014,Guerrero,M s de 5 hasta 10 s.m.,98974,82204,16770,0,0,0
2014,Guerrero,No especificado,13163,8839,4324,0,0,0
2014,Guerrero,No recibe ingresos,211287,205166,6121,0,0,0
2014,Hidalgo,1 salario m¡nimo,23328,20813,2515,0,0,0
2014,Hidalgo,Menos de 1 s.m.,918601,811119,107482,0,0,0
2014,Hidalgo,M s de 1 hasta 2 s.m.,13969,9034,4935,0,0,0
2014,Hidalgo,M s de 10 s.m.,710000,311251,398749,0,0,0
2014,Hidalgo,M s de 2 hasta 3 s.m.,368677,357038,11639,0,0,0
2014,Hidalgo,M s de 3 hasta 5 s.m.,675906,405440,270466,0,0,0
2014,Hidalgo,M s de 5 hasta 10 s.m.,104524,83684,20840,0,0,0
2014,Hidalgo,No especificado,15139,8937,6202,0,0,0
2014,Hidalgo,No recibe ingresos,156173,150152,6021,0,0,0
2014,Jalisco,1 salario m¡nimo,8102,8102,0,0,0,0
2014,Jalisco,Menos de 1 s.m.,1292781,1174346,118435,0,0,0
2014,Jalisco,M s de 1 hasta 2 s.m.,42386,31008,11378,0,0,0
2014,Jalisco,M s de 10 s.m.,2473040,1131957,1341083,0,0,0
2014,Jalisco,M s de 2 hasta 3 s.m.,938306,910351,27955,0,0,0
2014,Jalisco,M s de 3 hasta 5 s.m.,2421547,1533160,888387,0,0,0
2014,Jalisco,M s de 5 hasta 10 s.m.,442524,316242,126282,0,0,0
2014,Jalisco,No especificado,98663,71203,27460,0,0,0
2014,Jalisco,No recibe ingresos,410149,379676,30473,0,0,0
2014,Michoac n,1 salario m¡nimo,5586,5586,0,0,0,0
2014,Michoac n,Menos de 1 s.m.,1792670,1635859,156811,0,0,0
2014,Michoac n,M s de 1 hasta 2 s.m.,33782,30726,3056,0,0,0
2014,Michoac n,M s de 10 s.m.,1306055,498700,807355,0,0,0
2014,Michoac n,M s de 2 hasta 3 s.m.,508189,498703,9486,0,0,0
2014,Michoac n,M s de 3 hasta 5 s.m.,953582,579907,373675,0,0,0
2014,Michoac n,M s de 5 hasta 10 s.m.,237443,196045,41398,0,0,0
2014,Michoac n,No especificado,41493,25927,15566,0,0,0
2014,Michoac n,No recibe ingresos,216278,205920,10358,0,0,0
2014,Morelos,1 salario m¡nimo,3427,2710,717,0,0,0
2014,Morelos,Menos de 1 s.m.,336356,305126,31230,0,0,0
2014,Morelos,M s de 1 hasta 2 s.m.,12901,10946,1955,0,0,0
2014,Morelos,M s de 10 s.m.,581418,252963,328455,0,0,0
2014,Morelos,M s de 2 hasta 3 s.m.,274029,267084,6945,0,0,0
2014,Morelos,M s de 3 hasta 5 s.m.,346947,221670,125277,0,0,0
2014,Morelos,M s de 5 hasta 10 s.m.,67669,49902,17767,0,0,0
2014,Morelos,No especificado,24829,16615,8214,0,0,0
2014,Morelos,No recibe ingresos,135028,127842,7186,0,0,0
2014,Nacional,1 salario m¡nimo,916642,817899,98743,0,0,0
2014,Nacional,Menos de 1 s.m.,27002193,24193898,2808295,0,0,0
2014,Nacional,M s de 1 hasta 2 s.m.,738653,594948,143705,0,0,0
2014,Nacional,M s de 10 s.m.,33103070,14859009,18244061,0,0,0
2014,Nacional,M s de 2 hasta 3 s.m.,14896651,14374746,521905,0,0,0
2014,Nacional,M s de 3 hasta 5 s.m.,31553514,20055093,11498421,0,0,0
2014,Nacional,M s de 5 hasta 10 s.m.,5292961,3982533,1310428,0,0,0
2014,Nacional,No especificado,1464593,969770,494823,0,0,0
2014,Nacional,No recibe ingresos,8194785,7594848,599937,0,0,0
2014,Nayarit,1 salario m¡nimo,1890,1828,62,0,0,0
2014,Nayarit,Menos de 1 s.m.,406012,377433,28579,0,0,0
2014,Nayarit,M s de 1 hasta 2 s.m.,8310,7177,1133,0,0,0
2014,Nayarit,M s de 10 s.m.,370959,140936,230023,0,0,0
2014,Nayarit,M s de 2 hasta 3 s.m.,139238,135010,4228,0,0,0
2014,Nayarit,M s de 3 hasta 5 s.m.,159870,88017,71853,0,0,0
2014,Nayarit,M s de 5 hasta 10 s.m.,58651,43835,14816,0,0,0
2014,Nayarit,No especificado,12825,7344,5481,0,0,0
2014,Nayarit,No recibe ingresos,61953,57489,4464,0,0,0
2014,Nuevo Le¢n,1 salario m¡nimo,6857,5364,1493,0,0,0
2014,Nuevo Le¢n,Menos de 1 s.m.,181919,169154,12765,0,0,0
2014,Nuevo Le¢n,M s de 1 hasta 2 s.m.,47389,38802,8587,0,0,0
2014,Nuevo Le¢n,M s de 10 s.m.,1314349,630179,684170,0,0,0
2014,Nuevo Le¢n,M s de 2 hasta 3 s.m.,728082,683981,44101,0,0,0
2014,Nuevo Le¢n,M s de 3 hasta 5 s.m.,2081965,1542502,539463,0,0,0
2014,Nuevo Le¢n,M s de 5 hasta 10 s.m.,301803,219700,82103,0,0,0
2014,Nuevo Le¢n,No especificado,99581,62137,37444,0,0,0
2014,Nuevo Le¢n,No recibe ingresos,438142,391821,46321,0,0,0
2014,Oaxaca,1 salario m¡nimo,29053,27991,1062,0,0,0
2014,Oaxaca,Menos de 1 s.m.,2149218,1773054,376164,0,0,0
2014,Oaxaca,M s de 1 hasta 2 s.m.,16705,13489,3216,0,0,0
2014,Oaxaca,M s de 10 s.m.,931773,322871,608902,0,0,0
2014,Oaxaca,M s de 2 hasta 3 s.m.,429782,421540,8242,0,0,0
2014,Oaxaca,M s de 3 hasta 5 s.m.,732318,298708,433610,0,0,0
2014,Oaxaca,M s de 5 hasta 10 s.m.,77860,61143,16717,0,0,0
2014,Oaxaca,No especificado,16942,11377,5565,0,0,0
2014,Oaxaca,No recibe ingresos,211452,199806,11646,0,0,0
2014,Puebla,1 salario m¡nimo,16558,14798,1760,0,0,0
2014,Puebla,Menos de 1 s.m.,2548393,2069288,479105,0,0,0
2014,Puebla,M s de 1 hasta 2 s.m.,14510,11899,2611,0,0,0
2014,Puebla,M s de 10 s.m.,1706781,696268,1010513,0,0,0
2014,Puebla,M s de 2 hasta 3 s.m.,685618,666567,19051,0,0,0
2014,Puebla,M s de 3 hasta 5 s.m.,1442847,867289,575558,0,0,0
2014,Puebla,M s de 5 hasta 10 s.m.,227356,172390,54966,0,0,0
2014,Puebla,No especificado,48969,36840,12129,0,0,0
2014,Puebla,No recibe ingresos,364082,350597,13485,0,0,0
2014,Queretaro,1 salario m¡nimo,9383,8809,574,0,0,0
2014,Queretaro,Menos de 1 s.m.,199647,179665,19982,0,0,0
2014,Queretaro,M s de 1 hasta 2 s.m.,18227,13213,5014,0,0,0
2014,Queretaro,M s de 10 s.m.,412273,184146,228127,0,0,0
2014,Queretaro,M s de 2 hasta 3 s.m.,321769,312354,9415,0,0,0
2014,Queretaro,M s de 3 hasta 5 s.m.,620717,400553,220164,0,0,0
2014,Queretaro,M s de 5 hasta 10 s.m.,94757,70864,23893,0,0,0
2014,Queretaro,No especificado,32561,21409,11152,0,0,0
2014,Queretaro,No recibe ingresos,120067,112353,7714,0,0,0
2014,Quintana Roo,1 salario m¡nimo,4409,4409,0,0,0,0
2014,Quintana Roo,Menos de 1 s.m.,190849,180052,10797,0,0,0
2014,Quintana Roo,M s de 1 hasta 2 s.m.,12623,9279,3344,0,0,0
2014,Quintana Roo,M s de 10 s.m.,442323,187309,255014,0,0,0
2014,Quintana Roo,M s de 2 hasta 3 s.m.,240002,223145,16857,0,0,0
2014,Quintana Roo,M s de 3 hasta 5 s.m.,141075,92065,49010,0,0,0
2014,Quintana Roo,M s de 5 hasta 10 s.m.,75382,55748,19634,0,0,0
2014,Quintana Roo,No especificado,24203,16888,7315,0,0,0
2014,Quintana Roo,No recibe ingresos,152362,140726,11636,0,0,0
2014,San Luis Potos¡,1 salario m¡nimo,30728,27170,3558,0,0,0
2014,San Luis Potos¡,Menos de 1 s.m.,797696,739698,57998,0,0,0
2014,San Luis Potos¡,M s de 1 hasta 2 s.m.,18005,14468,3537,0,0,0
2014,San Luis Potos¡,M s de 10 s.m.,704099,301614,402485,0,0,0
2014,San Luis Potos¡,M s de 2 hasta 3 s.m.,301764,291700,10064,0,0,0
2014,San Luis Potos¡,M s de 3 hasta 5 s.m.,788129,514945,273184,0,0,0
2014,San Luis Potos¡,M s de 5 hasta 10 s.m.,100382,79210,21172,0,0,0
2014,San Luis Potos¡,No especificado,16892,8295,8597,0,0,0
2014,San Luis Potos¡,No recibe ingresos,129116,118473,10643,0,0,0
2014,Sinaloa,1 salario m¡nimo,13522,13522,0,0,0,0
2014,Sinaloa,Menos de 1 s.m.,965717,799724,165993,0,0,0
2014,Sinaloa,M s de 1 hasta 2 s.m.,45147,37891,7256,0,0,0
2014,Sinaloa,M s de 10 s.m.,846799,356929,489870,0,0,0
2014,Sinaloa,M s de 2 hasta 3 s.m.,360260,344190,16070,0,0,0
2014,Sinaloa,M s de 3 hasta 5 s.m.,492177,281738,210439,0,0,0
2014,Sinaloa,M s de 5 hasta 10 s.m.,186407,128786,57621,0,0,0
2014,Sinaloa,No especificado,39178,27616,11562,0,0,0
2014,Sinaloa,No recibe ingresos,149726,130295,19431,0,0,0
2014,Sonora,1 salario m¡nimo,88950,84226,4724,0,0,0
2014,Sonora,Menos de 1 s.m.,502861,433358,69503,0,0,0
2014,Sonora,M s de 1 hasta 2 s.m.,21684,17620,4064,0,0,0
2014,Sonora,M s de 10 s.m.,838754,361915,476839,0,0,0
2014,Sonora,M s de 2 hasta 3 s.m.,386050,362517,23533,0,0,0
2014,Sonora,M s de 3 hasta 5 s.m.,878236,496111,382125,0,0,0
2014,Sonora,M s de 5 hasta 10 s.m.,180730,133230,47500,0,0,0
2014,Sonora,No especificado,40150,28110,12040,0,0,0
2014,Sonora,No recibe ingresos,107066,98593,8473,0,0,0
2014,Tabasco,1 salario m¡nimo,147720,127515,20205,0,0,0
2014,Tabasco,Menos de 1 s.m.,546452,522617,23835,0,0,0
2014,Tabasco,M s de 1 hasta 2 s.m.,11313,6491,4822,0,0,0
2014,Tabasco,M s de 10 s.m.,657840,325415,332425,0,0,0
2014,Tabasco,M s de 2 hasta 3 s.m.,321038,306587,14451,0,0,0
2014,Tabasco,M s de 3 hasta 5 s.m.,236919,167861,69058,0,0,0
2014,Tabasco,M s de 5 hasta 10 s.m.,110222,84807,25415,0,0,0
2014,Tabasco,No especificado,15277,10570,4707,0,0,0
2014,Tabasco,No recibe ingresos,152600,149725,2875,0,0,0
2014,Tamaulipas,1 salario m¡nimo,53729,47323,6406,0,0,0
2014,Tamaulipas,Menos de 1 s.m.,385194,359610,25584,0,0,0
2014,Tamaulipas,M s de 1 hasta 2 s.m.,29369,25036,4333,0,0,0
2014,Tamaulipas,M s de 10 s.m.,991475,478857,512618,0,0,0
2014,Tamaulipas,M s de 2 hasta 3 s.m.,439527,415736,23791,0,0,0
2014,Tamaulipas,M s de 3 hasta 5 s.m.,1226148,739119,487029,0,0,0
2014,Tamaulipas,M s de 5 hasta 10 s.m.,129773,97862,31911,0,0,0
2014,Tamaulipas,No especificado,43984,30054,13930,0,0,0
2014,Tamaulipas,No recibe ingresos,310905,272083,38822,0,0,0
2014,Tlaxcala,1 salario m¡nimo,482,482,0,0,0,0
2014,Tlaxcala,Menos de 1 s.m.,276293,240697,35596,0,0,0
2014,Tlaxcala,M s de 1 hasta 2 s.m.,3539,2830,709,0,0,0
2014,Tlaxcala,M s de 10 s.m.,337141,151119,186022,0,0,0
2014,Tlaxcala,M s de 2 hasta 3 s.m.,187861,185534,2327,0,0,0
2014,Tlaxcala,M s de 3 hasta 5 s.m.,478175,273708,204467,0,0,0
2014,Tlaxcala,M s de 5 hasta 10 s.m.,35000,28349,6651,0,0,0
2014,Tlaxcala,No especificado,6644,4267,2377,0,0,0
2014,Tlaxcala,No recibe ingresos,60767,57334,3433,0,0,0
2014,Veracruz,1 salario m¡nimo,77717,65271,12446,0,0,0
2014,Veracruz,Menos de 1 s.m.,3220321,3021731,198590,0,0,0
2014,Veracruz,M s de 1 hasta 2 s.m.,49323,42346,6977,0,0,0
2014,Veracruz,M s de 10 s.m.,1853389,778287,1075102,0,0,0
2014,Veracruz,M s de 2 hasta 3 s.m.,1026850,1012434,14416,0,0,0
2014,Veracruz,M s de 3 hasta 5 s.m.,1135859,774908,360951,0,0,0
2014,Veracruz,M s de 5 hasta 10 s.m.,227223,176094,51129,0,0,0
2014,Veracruz,No especificado,73809,51536,22273,0,0,0
2014,Veracruz,No recibe ingresos,472973,448741,24232,0,0,0
2014,Yucat n,1 salario m¡nimo,6580,6580,0,0,0,0
2014,Yucat n,Menos de 1 s.m.,411726,391128,20598,0,0,0
2014,Yucat n,M s de 1 hasta 2 s.m.,15285,12887,2398,0,0,0
2014,Yucat n,M s de 10 s.m.,524737,233476,291261,0,0,0
2014,Yucat n,M s de 2 hasta 3 s.m.,366424,358060,8364,0,0,0
2014,Yucat n,M s de 3 hasta 5 s.m.,637684,328245,309439,0,0,0
2014,Yucat n,M s de 5 hasta 10 s.m.,126206,98841,27365,0,0,0
2014,Yucat n,No especificado,20495,13529,6966,0,0,0
2014,Yucat n,No recibe ingresos,139475,129706,9769,0,0,0
2014,Zacatecas,1 salario m¡nimo,47815,42938,4877,0,0,0
2014,Zacatecas,Menos de 1 s.m.,604017,540987,63030,0,0,0
2014,Zacatecas,M s de 1 hasta 2 s.m.,7029,5123,1906,0,0,0
2014,Zacatecas,M s de 10 s.m.,410358,174984,235374,0,0,0
2014,Zacatecas,M s de 2 hasta 3 s.m.,182504,179266,3238,0,0,0
2014,Zacatecas,M s de 3 hasta 5 s.m.,252358,151610,100748,0,0,0
2014,Zacatecas,M s de 5 hasta 10 s.m.,44101,37432,6669,0,0,0
2014,Zacatecas,No especificado,12281,7560,4721,0,0,0
2014,Zacatecas,No recibe ingresos,34586,32737,1849,0,0,0
2015,Aguascalientes,1 salario m¡nimo,6694,6694,0,0,0,0
2015,Aguascalientes,Menos de 1 s.m.,110970,104406,6564,0,0,0
2015,Aguascalientes,M s de 1 hasta 2 s.m.,7602,6025,1577,0,0,0
2015,Aguascalientes,M s de 10 s.m.,311623,156678,154945,0,0,0
2015,Aguascalientes,M s de 2 hasta 3 s.m.,153952,148085,5867,0,0,0
2015,Aguascalientes,M s de 3 hasta 5 s.m.,480651,335405,145246,0,0,0
2015,Aguascalientes,M s de 5 hasta 10 s.m.,68724,54667,14057,0,0,0
2015,Aguascalientes,No especificado,13982,9863,4119,0,0,0
2015,Aguascalientes,No recibe ingresos,76008,69235,6773,0,0,0
2015,Baja California,1 salario m¡nimo,4379,4070,309,0,0,0
2015,Baja California,Menos de 1 s.m.,317250,230995,86255,0,0,0
2015,Baja California,M s de 1 hasta 2 s.m.,40832,34792,6040,0,0,0
2015,Baja California,M s de 10 s.m.,986850,519393,467457,0,0,0
2015,Baja California,M s de 2 hasta 3 s.m.,371903,357545,14358,0,0,0
2015,Baja California,M s de 3 hasta 5 s.m.,1513315,920190,593125,0,0,0
2015,Baja California,M s de 5 hasta 10 s.m.,156587,113882,42705,0,0,0
2015,Baja California,No especificado,51842,33017,18825,0,0,0
2015,Baja California,No recibe ingresos,209876,192642,17234,0,0,0
2015,Baja California Sur,1 salario m¡nimo,8618,8050,568,0,0,0
2015,Baja California Sur,Menos de 1 s.m.,166217,123392,42825,0,0,0
2015,Baja California Sur,M s de 1 hasta 2 s.m.,10733,8652,2081,0,0,0
2015,Baja California Sur,M s de 10 s.m.,219276,102280,116996,0,0,0
2015,Baja California Sur,M s de 2 hasta 3 s.m.,143828,135368,8460,0,0,0
2015,Baja California Sur,M s de 3 hasta 5 s.m.,94587,64228,30359,0,0,0
2015,Baja California Sur,M s de 5 hasta 10 s.m.,41466,30241,11225,0,0,0
2015,Baja California Sur,No especificado,8408,5363,3045,0,0,0
2015,Baja California Sur,No recibe ingresos,59017,49476,9541,0,0,0
2015,Campeche,1 salario m¡nimo,36171,29427,6744,0,0,0
2015,Campeche,Menos de 1 s.m.,305272,289293,15979,0,0,0
2015,Campeche,M s de 1 hasta 2 s.m.,6634,4782,1852,0,0,0
2015,Campeche,M s de 10 s.m.,236187,98677,137510,0,0,0
2015,Campeche,M s de 2 hasta 3 s.m.,163728,154913,8815,0,0,0
2015,Campeche,M s de 3 hasta 5 s.m.,138068,72187,65881,0,0,0
2015,Campeche,M s de 5 hasta 10 s.m.,25762,21392,4370,0,0,0
2015,Campeche,No especificado,9556,6892,2664,0,0,0
2015,Campeche,No recibe ingresos,54238,49613,4625,0,0,0
2015,Chiapas,1 salario m¡nimo,24035,20424,3611,0,0,0
2015,Chiapas,Menos de 1 s.m.,2882382,2774301,108081,0,0,0
2015,Chiapas,M s de 1 hasta 2 s.m.,14046,10858,3188,0,0,0
2015,Chiapas,M s de 10 s.m.,1069545,396617,672928,0,0,0
2015,Chiapas,M s de 2 hasta 3 s.m.,531613,524566,7047,0,0,0
2015,Chiapas,M s de 3 hasta 5 s.m.,542991,279306,263685,0,0,0
2015,Chiapas,M s de 5 hasta 10 s.m.,141101,118541,22560,0,0,0
2015,Chiapas,No especificado,20663,13279,7384,0,0,0
2015,Chiapas,No recibe ingresos,271601,263049,8552,0,0,0
2015,Chihuahua,1 salario m¡nimo,67625,60672,6953,0,0,0
2015,Chihuahua,Menos de 1 s.m.,551558,512847,38711,0,0,0
2015,Chihuahua,M s de 1 hasta 2 s.m.,27464,21930,5534,0,0,0
2015,Chihuahua,M s de 10 s.m.,880499,459396,421103,0,0,0
2015,Chihuahua,M s de 2 hasta 3 s.m.,490381,471836,18545,0,0,0
2015,Chihuahua,M s de 3 hasta 5 s.m.,1794982,1139775,655207,0,0,0
2015,Chihuahua,M s de 5 hasta 10 s.m.,176271,132215,44056,0,0,0
2015,Chihuahua,No especificado,43185,32088,11097,0,0,0
2015,Chihuahua,No recibe ingresos,188119,165752,22367,0,0,0
2015,Ciudad de Mxico,1 salario m¡nimo,2339,2339,0,0,0,0
2015,Ciudad de Mxico,Menos de 1 s.m.,141821,111857,29964,0,0,0
2015,Ciudad de Mxico,M s de 1 hasta 2 s.m.,53956,41715,12241,0,0,0
2015,Ciudad de Mxico,M s de 10 s.m.,2909816,1475316,1434500,0,0,0
2015,Ciudad de Mxico,M s de 2 hasta 3 s.m.,859898,784083,75815,0,0,0
2015,Ciudad de Mxico,M s de 3 hasta 5 s.m.,1654702,1090992,563710,0,0,0
2015,Ciudad de Mxico,M s de 5 hasta 10 s.m.,519511,354387,165124,0,0,0
2015,Ciudad de Mxico,No especificado,345610,227443,118167,0,0,0
2015,Ciudad de Mxico,No recibe ingresos,950560,854936,95624,0,0,0
2015,Coahuila,1 salario m¡nimo,50729,47439,3290,0,0,0
2015,Coahuila,Menos de 1 s.m.,251565,227798,23767,0,0,0
2015,Coahuila,M s de 1 hasta 2 s.m.,21403,16499,4904,0,0,0
2015,Coahuila,M s de 10 s.m.,715871,321933,393938,0,0,0
2015,Coahuila,M s de 2 hasta 3 s.m.,400300,389308,10992,0,0,0
2015,Coahuila,M s de 3 hasta 5 s.m.,1457929,999979,457950,0,0,0
2015,Coahuila,M s de 5 hasta 10 s.m.,138653,103016,35637,0,0,0
2015,Coahuila,No especificado,39877,23629,16248,0,0,0
2015,Coahuila,No recibe ingresos,187395,171459,15936,0,0,0
2015,Colima,1 salario m¡nimo,6382,5924,458,0,0,0
2015,Colima,Menos de 1 s.m.,150329,127896,22433,0,0,0
2015,Colima,M s de 1 hasta 2 s.m.,13907,12270,1637,0,0,0
2015,Colima,M s de 10 s.m.,193200,73577,119623,0,0,0
2015,Colima,M s de 2 hasta 3 s.m.,121391,117382,4009,0,0,0
2015,Colima,M s de 3 hasta 5 s.m.,112574,67907,44667,0,0,0
2015,Colima,M s de 5 hasta 10 s.m.,43555,30772,12783,0,0,0
2015,Colima,No especificado,9430,5697,3733,0,0,0
2015,Colima,No recibe ingresos,87126,71274,15852,0,0,0
2015,Durango,1 salario m¡nimo,62315,56728,5587,0,0,0
2015,Durango,Menos de 1 s.m.,524595,477680,46915,0,0,0
2015,Durango,M s de 1 hasta 2 s.m.,5793,4747,1046,0,0,0
2015,Durango,M s de 10 s.m.,468529,181013,287516,0,0,0
2015,Durango,M s de 2 hasta 3 s.m.,219383,210972,8411,0,0,0
2015,Durango,M s de 3 hasta 5 s.m.,440412,286128,154284,0,0,0
2015,Durango,M s de 5 hasta 10 s.m.,62956,51098,11858,0,0,0
2015,Durango,No especificado,15231,9328,5903,0,0,0
2015,Durango,No recibe ingresos,108809,102818,5991,0,0,0
2015,Estado de Mxico,1 salario m¡nimo,26659,25030,1629,0,0,0
2015,Estado de Mxico,Menos de 1 s.m.,1327890,1199604,128286,0,0,0
