year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state,total_man_by_state,total_woman_by_state
2016,Tabasco,No recibe ingresos,180016,172420,7596,0,0,0
2016,Tamaulipas,1 salario m¡nimo,34048,32367,1681,0,0,0
2016,Tamaulipas,Menos de 1 s.m.,441514,408360,33154,0,0,0
2016,Tamaulipas,M s de 1 hasta 2 s.m.,34125,29321,4804,0,0,0
2016,Tamaulipas,M s de 10 s.m.,990787,417242,573545,0,0,0
2016,Tamaulipas,M s de 2 hasta 3 s.m.,476932,460426,16506,0,0,0
2016,Tamaulipas,M s de 3 hasta 5 s.m.,1299165,770163,529002,0,0,0
2016,Tamaulipas,M s de 5 hasta 10 s.m.,130891,97055,33836,0,0,0
2016,Tamaulipas,No especificado,49074,24855,24219,0,0,0
2016,Tamaulipas,No recibe ingresos,391154,334186,56968,0,0,0
2016,Tlaxcala,1 salario m¡nimo,1194,1194,0,0,0,0
2016,Tlaxcala,Menos de 1 s.m.,268325,234139,34186,0,0,0
2016,Tlaxcala,M s de 1 hasta 2 s.m.,4886,4093,793,0,0,0
2016,Tlaxcala,M s de 10 s.m.,347596,153303,194293,0,0,0
2016,Tlaxcala,M s de 2 hasta 3 s.m.,223092,218761,4331,0,0,0
2016,Tlaxcala,M s de 3 hasta 5 s.m.,549325,313665,235660,0,0,0
2016,Tlaxcala,M s de 5 hasta 10 s.m.,37677,28767,8910,0,0,0
2016,Tlaxcala,No especificado,5803,3405,2398,0,0,0
2016,Tlaxcala,No recibe ingresos,61687,59859,1828,0,0,0
2016,Veracruz,1 salario m¡nimo,69086,62671,6415,0,0,0
2016,Veracruz,Menos de 1 s.m.,3083569,2945669,137900,0,0,0
2016,Veracruz,M s de 1 hasta 2 s.m.,68036,58329,9707,0,0,0
2016,Veracruz,M s de 10 s.m.,1754558,734847,1019711,0,0,0
2016,Veracruz,M s de 2 hasta 3 s.m.,1096694,1082321,14373,0,0,0
2016,Veracruz,M s de 3 hasta 5 s.m.,1154238,778484,375754,0,0,0
2016,Veracruz,M s de 5 hasta 10 s.m.,243131,195798,47333,0,0,0
2016,Veracruz,No especificado,54777,30378,24399,0,0,0
2016,Veracruz,No recibe ingresos,538295,495897,42398,0,0,0
2016,Yucat n,1 salario m¡nimo,6176,6176,0,0,0,0
2016,Yucat n,Menos de 1 s.m.,450886,432969,17917,0,0,0
2016,Yucat n,M s de 1 hasta 2 s.m.,20794,16051,4743,0,0,0
2016,Yucat n,M s de 10 s.m.,568729,258037,310692,0,0,0
2016,Yucat n,M s de 2 hasta 3 s.m.,363652,352193,11459,0,0,0
2016,Yucat n,M s de 3 hasta 5 s.m.,700325,361391,338934,0,0,0
2016,Yucat n,M s de 5 hasta 10 s.m.,129319,94421,34898,0,0,0
2016,Yucat n,No especificado,37230,24998,12232,0,0,0
2016,Yucat n,No recibe ingresos,156900,145843,11057,0,0,0
2016,Zacatecas,1 salario m¡nimo,45221,43325,1896,0,0,0
2016,Zacatecas,Menos de 1 s.m.,598762,524178,74584,0,0,0
2016,Zacatecas,M s de 1 hasta 2 s.m.,3483,2379,1104,0,0,0
2016,Zacatecas,M s de 10 s.m.,397019,155755,241264,0,0,0
2016,Zacatecas,M s de 2 hasta 3 s.m.,239270,233502,5768,0,0,0
2016,Zacatecas,M s de 3 hasta 5 s.m.,257814,159982,97832,0,0,0
2016,Zacatecas,M s de 5 hasta 10 s.m.,54033,45414,8619,0,0,0
2016,Zacatecas,No especificado,8014,5806,2208,0,0,0
2016,Zacatecas,No recibe ingresos,42843,38422,4421,0,0,0
2017,Aguascalientes,1 salario m¡nimo,10833,9685,1148,0,0,0
2017,Aguascalientes,Menos de 1 s.m.,112819,103114,9705,0,0,0
2017,Aguascalientes,M s de 1 hasta 2 s.m.,4983,3807,1176,0,0,0
2017,Aguascalientes,M s de 10 s.m.,330275,157132,173143,0,0,0
2017,Aguascalientes,M s de 2 hasta 3 s.m.,170677,162669,8008,0,0,0
2017,Aguascalientes,M s de 3 hasta 5 s.m.,543722,372849,170873,0,0,0
2017,Aguascalientes,M s de 5 hasta 10 s.m.,71372,55120,16252,0,0,0
2017,Aguascalientes,No especificado,14348,9197,5151,0,0,0
2017,Aguascalientes,No recibe ingresos,81560,74781,6779,0,0,0
2017,Baja California,1 salario m¡nimo,4051,3557,494,0,0,0
2017,Baja California,Menos de 1 s.m.,302743,219872,82871,0,0,0
2017,Baja California,M s de 1 hasta 2 s.m.,37616,32354,5262,0,0,0
2017,Baja California,M s de 10 s.m.,1062720,532010,530710,0,0,0
2017,Baja California,M s de 2 hasta 3 s.m.,461707,445703,16004,0,0,0
2017,Baja California,M s de 3 hasta 5 s.m.,1557978,927232,630746,0,0,0
2017,Baja California,M s de 5 hasta 10 s.m.,156715,109444,47271,0,0,0
2017,Baja California,No especificado,51732,37476,14256,0,0,0
2017,Baja California,No recibe ingresos,274212,240089,34123,0,0,0
2017,Baja California Sur,1 salario m¡nimo,21279,18769,2510,0,0,0
2017,Baja California Sur,Menos de 1 s.m.,98601,86871,11730,0,0,0
2017,Baja California Sur,M s de 1 hasta 2 s.m.,14901,12841,2060,0,0,0
2017,Baja California Sur,M s de 10 s.m.,222279,97529,124750,0,0,0
2017,Baja California Sur,M s de 2 hasta 3 s.m.,181298,173512,7786,0,0,0
2017,Baja California Sur,M s de 3 hasta 5 s.m.,111127,70326,40801,0,0,0
2017,Baja California Sur,M s de 5 hasta 10 s.m.,41819,30933,10886,0,0,0
2017,Baja California Sur,No especificado,12327,6262,6065,0,0,0
2017,Baja California Sur,No recibe ingresos,55558,47476,8082,0,0,0
2017,Campeche,1 salario m¡nimo,26856,20055,6801,0,0,0
2017,Campeche,Menos de 1 s.m.,316509,298602,17907,0,0,0
2017,Campeche,M s de 1 hasta 2 s.m.,4053,3363,690,0,0,0
2017,Campeche,M s de 10 s.m.,253640,100869,152771,0,0,0
2017,Campeche,M s de 2 hasta 3 s.m.,148034,139197,8837,0,0,0
2017,Campeche,M s de 3 hasta 5 s.m.,134478,70036,64442,0,0,0
2017,Campeche,M s de 5 hasta 10 s.m.,32224,26131,6093,0,0,0
2017,Campeche,No especificado,9274,7129,2145,0,0,0
2017,Campeche,No recibe ingresos,52719,49908,2811,0,0,0
2017,Chiapas,1 salario m¡nimo,14807,14409,398,0,0,0
2017,Chiapas,Menos de 1 s.m.,2968975,2878648,90327,0,0,0
2017,Chiapas,M s de 1 hasta 2 s.m.,13764,9677,4087,0,0,0
2017,Chiapas,M s de 10 s.m.,966785,382611,584174,0,0,0
2017,Chiapas,M s de 2 hasta 3 s.m.,562468,553686,8782,0,0,0
2017,Chiapas,M s de 3 hasta 5 s.m.,643726,330245,313481,0,0,0
2017,Chiapas,M s de 5 hasta 10 s.m.,139467,113836,25631,0,0,0
2017,Chiapas,No especificado,22539,12106,10433,0,0,0
2017,Chiapas,No recibe ingresos,247776,239523,8253,0,0,0
2017,Chihuahua,1 salario m¡nimo,53270,51026,2244,0,0,0
2017,Chihuahua,Menos de 1 s.m.,566683,505342,61341,0,0,0
2017,Chihuahua,M s de 1 hasta 2 s.m.,41311,30916,10395,0,0,0
2017,Chihuahua,M s de 10 s.m.,862181,422792,439389,0,0,0
2017,Chihuahua,M s de 2 hasta 3 s.m.,463731,442087,21644,0,0,0
2017,Chihuahua,M s de 3 hasta 5 s.m.,1967371,1124034,843337,0,0,0
2017,Chihuahua,M s de 5 hasta 10 s.m.,186500,135556,50944,0,0,0
2017,Chihuahua,No especificado,38966,26192,12774,0,0,0
2017,Chihuahua,No recibe ingresos,188010,171028,16982,0,0,0
2017,Ciudad de Mxico,1 salario m¡nimo,3421,1641,1780,0,0,0
2017,Ciudad de Mxico,Menos de 1 s.m.,88769,78017,10752,0,0,0
2017,Ciudad de Mxico,M s de 1 hasta 2 s.m.,43120,36119,7001,0,0,0
2017,Ciudad de Mxico,M s de 10 s.m.,2727182,1301877,1425305,0,0,0
2017,Ciudad de Mxico,M s de 2 hasta 3 s.m.,1045635,941422,104213,0,0,0
2017,Ciudad de Mxico,M s de 3 hasta 5 s.m.,1853552,1150910,702642,0,0,0
2017,Ciudad de Mxico,M s de 5 hasta 10 s.m.,479254,319839,159415,0,0,0
2017,Ciudad de Mxico,No especificado,345329,225156,120173,0,0,0
2017,Ciudad de Mxico,No recibe ingresos,994005,871740,122265,0,0,0
2017,Coahuila,1 salario m¡nimo,45448,43450,1998,0,0,0
2017,Coahuila,Menos de 1 s.m.,218824,201725,17099,0,0,0
2017,Coahuila,M s de 1 hasta 2 s.m.,18693,15648,3045,0,0,0
2017,Coahuila,M s de 10 s.m.,721123,334524,386599,0,0,0
2017,Coahuila,M s de 2 hasta 3 s.m.,468153,444097,24056,0,0,0
2017,Coahuila,M s de 3 hasta 5 s.m.,1555829,1079166,476663,0,0,0
2017,Coahuila,M s de 5 hasta 10 s.m.,135934,108252,27682,0,0,0
2017,Coahuila,No especificado,35355,22754,12601,0,0,0
2017,Coahuila,No recibe ingresos,218141,202330,15811,0,0,0
2017,Colima,1 salario m¡nimo,10164,9541,623,0,0,0
2017,Colima,Menos de 1 s.m.,171528,140197,31331,0,0,0
2017,Colima,M s de 1 hasta 2 s.m.,9281,8310,971,0,0,0
2017,Colima,M s de 10 s.m.,204330,79946,124384,0,0,0
2017,Colima,M s de 2 hasta 3 s.m.,112089,107581,4508,0,0,0
2017,Colima,M s de 3 hasta 5 s.m.,125167,69906,55261,0,0,0
2017,Colima,M s de 5 hasta 10 s.m.,41446,30747,10699,0,0,0
2017,Colima,No especificado,11266,6312,4954,0,0,0
2017,Colima,No recibe ingresos,103534,88277,15257,0,0,0
2017,Durango,1 salario m¡nimo,53080,49671,3409,0,0,0
2017,Durango,Menos de 1 s.m.,403109,375425,27684,0,0,0
2017,Durango,M s de 1 hasta 2 s.m.,9887,7824,2063,0,0,0
2017,Durango,M s de 10 s.m.,480791,189287,291504,0,0,0
2017,Durango,M s de 2 hasta 3 s.m.,289555,280779,8776,0,0,0
2017,Durango,M s de 3 hasta 5 s.m.,482759,317077,165682,0,0,0
2017,Durango,M s de 5 hasta 10 s.m.,66623,47719,18904,0,0,0
2017,Durango,No especificado,16057,10368,5689,0,0,0
2017,Durango,No recibe ingresos,113217,106490,6727,0,0,0
2017,Estado de Mxico,1 salario m¡nimo,49848,48943,905,0,0,0
2017,Estado de Mxico,Menos de 1 s.m.,1241560,1112642,128918,0,0,0
2017,Estado de Mxico,M s de 1 hasta 2 s.m.,104015,75564,28451,0,0,0
2017,Estado de Mxico,M s de 10 s.m.,5248596,2604477,2644119,0,0,0
2017,Estado de Mxico,M s de 2 hasta 3 s.m.,2381372,2319698,61674,0,0,0
2017,Estado de Mxico,M s de 3 hasta 5 s.m.,5240462,3519658,1720804,0,0,0
2017,Estado de Mxico,M s de 5 hasta 10 s.m.,921703,667765,253938,0,0,0
2017,Estado de Mxico,No especificado,315434,226726,88708,0,0,0
2017,Estado de Mxico,No recibe ingresos,1888919,1718924,169995,0,0,0
2017,Guanajuato,1 salario m¡nimo,34865,29189,5676,0,0,0
2017,Guanajuato,Menos de 1 s.m.,994569,830170,164399,0,0,0
2017,Guanajuato,M s de 1 hasta 2 s.m.,33668,26943,6725,0,0,0
2017,Guanajuato,M s de 10 s.m.,1492825,659825,833000,0,0,0
2017,Guanajuato,M s de 2 hasta 3 s.m.,958045,928636,29409,0,0,0
2017,Guanajuato,M s de 3 hasta 5 s.m.,2414150,1593795,820355,0,0,0
2017,Guanajuato,M s de 5 hasta 10 s.m.,364595,272350,92245,0,0,0
2017,Guanajuato,No especificado,33118,19639,13479,0,0,0
2017,Guanajuato,No recibe ingresos,319174,296325,22849,0,0,0
2017,Guerrero,1 salario m¡nimo,29765,28210,1555,0,0,0
2017,Guerrero,Menos de 1 s.m.,1807534,1501901,305633,0,0,0
2017,Guerrero,M s de 1 hasta 2 s.m.,22105,20064,2041,0,0,0
2017,Guerrero,M s de 10 s.m.,781984,267531,514453,0,0,0
2017,Guerrero,M s de 2 hasta 3 s.m.,354293,347231,7062,0,0,0
2017,Guerrero,M s de 3 hasta 5 s.m.,529078,270320,258758,0,0,0
2017,Guerrero,M s de 5 hasta 10 s.m.,75682,62217,13465,0,0,0
2017,Guerrero,No especificado,17583,12105,5478,0,0,0
2017,Guerrero,No recibe ingresos,196545,191881,4664,0,0,0
2017,Hidalgo,1 salario m¡nimo,16910,16910,0,0,0,0
2017,Hidalgo,Menos de 1 s.m.,924165,788341,135824,0,0,0
2017,Hidalgo,M s de 1 hasta 2 s.m.,15231,11046,4185,0,0,0
2017,Hidalgo,M s de 10 s.m.,722384,310713,411671,0,0,0
2017,Hidalgo,M s de 2 hasta 3 s.m.,470000,459503,10497,0,0,0
2017,Hidalgo,M s de 3 hasta 5 s.m.,767257,455421,311836,0,0,0
2017,Hidalgo,M s de 5 hasta 10 s.m.,113220,92987,20233,0,0,0
2017,Hidalgo,No especificado,16890,8444,8446,0,0,0
2017,Hidalgo,No recibe ingresos,148848,143278,5570,0,0,0
2017,Jalisco,1 salario m¡nimo,12726,12349,377,0,0,0
2017,Jalisco,Menos de 1 s.m.,1329852,1166461,163391,0,0,0
2017,Jalisco,M s de 1 hasta 2 s.m.,32384,23564,8820,0,0,0
2017,Jalisco,M s de 10 s.m.,2427120,1041258,1385862,0,0,0
2017,Jalisco,M s de 2 hasta 3 s.m.,1169041,1127817,41224,0,0,0
2017,Jalisco,M s de 3 hasta 5 s.m.,2694853,1752278,942575,0,0,0
2017,Jalisco,M s de 5 hasta 10 s.m.,524181,374973,149208,0,0,0
2017,Jalisco,No especificado,105007,68390,36617,0,0,0
2017,Jalisco,No recibe ingresos,528852,469431,59421,0,0,0
2017,Michoac n,1 salario m¡nimo,3021,3021,0,0,0,0
2017,Michoac n,Menos de 1 s.m.,1967706,1772658,195048,0,0,0
2017,Michoac n,M s de 1 hasta 2 s.m.,15979,13667,2312,0,0,0
2017,Michoac n,M s de 10 s.m.,1288800,497124,791676,0,0,0
2017,Michoac n,M s de 2 hasta 3 s.m.,614523,603994,10529,0,0,0
2017,Michoac n,M s de 3 hasta 5 s.m.,839464,526840,312624,0,0,0
2017,Michoac n,M s de 5 hasta 10 s.m.,227676,174798,52878,0,0,0
2017,Michoac n,No especificado,34407,19995,14412,0,0,0
2017,Michoac n,No recibe ingresos,196868,186899,9969,0,0,0
2017,Morelos,1 salario m¡nimo,1525,1012,513,0,0,0
2017,Morelos,Menos de 1 s.m.,363978,339112,24866,0,0,0
2017,Morelos,M s de 1 hasta 2 s.m.,9997,7268,2729,0,0,0
2017,Morelos,M s de 10 s.m.,578892,248970,329922,0,0,0
2017,Morelos,M s de 2 hasta 3 s.m.,298785,294117,4668,0,0,0
2017,Morelos,M s de 3 hasta 5 s.m.,384347,243961,140386,0,0,0
2017,Morelos,M s de 5 hasta 10 s.m.,77326,61677,15649,0,0,0
2017,Morelos,No especificado,28334,18733,9601,0,0,0
2017,Morelos,No recibe ingresos,156644,148128,8516,0,0,0
2017,Nacional,1 salario m¡nimo,805719,739625,66094,0,0,0
2017,Nacional,Menos de 1 s.m.,27245074,24205277,3039797,0,0,0
2017,Nacional,M s de 1 hasta 2 s.m.,825086,675976,149110,0,0,0
2017,Nacional,M s de 10 s.m.,32780799,14515335,18265464,0,0,0
2017,Nacional,M s de 2 hasta 3 s.m.,17112136,16518435,593701,0,0,0
2017,Nacional,M s de 3 hasta 5 s.m.,34765352,21748059,13017293,0,0,0
2017,Nacional,M s de 5 hasta 10 s.m.,5862654,4348779,1513875,0,0,0
2017,Nacional,No especificado,1606170,1050883,555287,0,0,0
2017,Nacional,No recibe ingresos,9068954,8288579,780375,0,0,0
2017,Nayarit,1 salario m¡nimo,3374,2269,1105,0,0,0
2017,Nayarit,Menos de 1 s.m.,458948,421433,37515,0,0,0
2017,Nayarit,M s de 1 hasta 2 s.m.,8671,7078,1593,0,0,0
2017,Nayarit,M s de 10 s.m.,397110,146261,250849,0,0,0
2017,Nayarit,M s de 2 hasta 3 s.m.,175439,169596,5843,0,0,0
2017,Nayarit,M s de 3 hasta 5 s.m.,179770,97046,82724,0,0,0
2017,Nayarit,M s de 5 hasta 10 s.m.,60574,46531,14043,0,0,0
2017,Nayarit,No especificado,14548,7804,6744,0,0,0
2017,Nayarit,No recibe ingresos,68363,63081,5282,0,0,0
2017,Nuevo Le¢n,1 salario m¡nimo,11512,10250,1262,0,0,0
2017,Nuevo Le¢n,Menos de 1 s.m.,153142,140890,12252,0,0,0
2017,Nuevo Le¢n,M s de 1 hasta 2 s.m.,48702,44575,4127,0,0,0
2017,Nuevo Le¢n,M s de 10 s.m.,1333691,647520,686171,0,0,0
2017,Nuevo Le¢n,M s de 2 hasta 3 s.m.,827773,773856,53917,0,0,0
2017,Nuevo Le¢n,M s de 3 hasta 5 s.m.,2281379,1639449,641930,0,0,0
2017,Nuevo Le¢n,M s de 5 hasta 10 s.m.,384299,269496,114803,0,0,0
2017,Nuevo Le¢n,No especificado,87648,63491,24157,0,0,0
2017,Nuevo Le¢n,No recibe ingresos,514330,465692,48638,0,0,0
2017,Oaxaca,1 salario m¡nimo,15279,15208,71,0,0,0
2017,Oaxaca,Menos de 1 s.m.,2174343,1881014,293329,0,0,0
2017,Oaxaca,M s de 1 hasta 2 s.m.,10382,6768,3614,0,0,0
2017,Oaxaca,M s de 10 s.m.,891384,281974,609410,0,0,0
2017,Oaxaca,M s de 2 hasta 3 s.m.,437669,430409,7260,0,0,0
2017,Oaxaca,M s de 3 hasta 5 s.m.,878670,322404,556266,0,0,0
2017,Oaxaca,M s de 5 hasta 10 s.m.,89092,72125,16967,0,0,0
2017,Oaxaca,No especificado,12144,8900,3244,0,0,0
2017,Oaxaca,No recibe ingresos,242679,231395,11284,0,0,0
2017,Puebla,1 salario m¡nimo,13580,13194,386,0,0,0
2017,Puebla,Menos de 1 s.m.,2506184,1976707,529477,0,0,0
2017,Puebla,M s de 1 hasta 2 s.m.,32356,25902,6454,0,0,0
2017,Puebla,M s de 10 s.m.,1684460,708062,976398,0,0,0
2017,Puebla,M s de 2 hasta 3 s.m.,889262,868199,21063,0,0,0
2017,Puebla,M s de 3 hasta 5 s.m.,1956258,1143473,812785,0,0,0
2017,Puebla,M s de 5 hasta 10 s.m.,252992,187552,65440,0,0,0
2017,Puebla,No especificado,50077,32576,17501,0,0,0
2017,Puebla,No recibe ingresos,346468,327569,18899,0,0,0
2017,Queretaro,1 salario m¡nimo,19913,19394,519,0,0,0
2017,Queretaro,Menos de 1 s.m.,188280,174621,13659,0,0,0
2017,Queretaro,M s de 1 hasta 2 s.m.,11638,10269,1369,0,0,0
2017,Queretaro,M s de 10 s.m.,415267,184468,230799,0,0,0
2017,Queretaro,M s de 2 hasta 3 s.m.,352534,339426,13108,0,0,0
2017,Queretaro,M s de 3 hasta 5 s.m.,715950,486911,229039,0,0,0
2017,Queretaro,M s de 5 hasta 10 s.m.,99730,78318,21412,0,0,0
2017,Queretaro,No especificado,28359,18161,10198,0,0,0
2017,Queretaro,No recibe ingresos,140299,130872,9427,0,0,0
2017,Quintana Roo,1 salario m¡nimo,355,355,0,0,0,0
2017,Quintana Roo,Menos de 1 s.m.,170637,159455,11182,0,0,0
2017,Quintana Roo,M s de 1 hasta 2 s.m.,8912,7388,1524,0,0,0
2017,Quintana Roo,M s de 10 s.m.,473640,212038,261602,0,0,0
2017,Quintana Roo,M s de 2 hasta 3 s.m.,279081,265761,13320,0,0,0
2017,Quintana Roo,M s de 3 hasta 5 s.m.,193026,119093,73933,0,0,0
2017,Quintana Roo,M s de 5 hasta 10 s.m.,79527,61748,17779,0,0,0
2017,Quintana Roo,No especificado,20380,10084,10296,0,0,0
2017,Quintana Roo,No recibe ingresos,196177,177085,19092,0,0,0
2017,San Luis Potos¡,1 salario m¡nimo,21016,19552,1464,0,0,0
2017,San Luis Potos¡,Menos de 1 s.m.,842997,775488,67509,0,0,0
2017,San Luis Potos¡,M s de 1 hasta 2 s.m.,14841,12126,2715,0,0,0
2017,San Luis Potos¡,M s de 10 s.m.,690606,280473,410133,0,0,0
2017,San Luis Potos¡,M s de 2 hasta 3 s.m.,392258,381587,10671,0,0,0
2017,San Luis Potos¡,M s de 3 hasta 5 s.m.,855780,541885,313895,0,0,0
2017,San Luis Potos¡,M s de 5 hasta 10 s.m.,101221,76722,24499,0,0,0
2017,San Luis Potos¡,No especificado,24717,15888,8829,0,0,0
2017,San Luis Potos¡,No recibe ingresos,149105,140634,8471,0,0,0
2017,Sinaloa,1 salario m¡nimo,30606,30383,223,0,0,0
2017,Sinaloa,Menos de 1 s.m.,843059,718272,124787,0,0,0
2017,Sinaloa,M s de 1 hasta 2 s.m.,29211,24727,4484,0,0,0
2017,Sinaloa,M s de 10 s.m.,887555,384492,503063,0,0,0
2017,Sinaloa,M s de 2 hasta 3 s.m.,473900,460579,13321,0,0,0
2017,Sinaloa,M s de 3 hasta 5 s.m.,585370,335945,249425,0,0,0
2017,Sinaloa,M s de 5 hasta 10 s.m.,170486,125343,45143,0,0,0
2017,Sinaloa,No especificado,37519,19204,18315,0,0,0
2017,Sinaloa,No recibe ingresos,153586,141528,12058,0,0,0
2017,Sonora,1 salario m¡nimo,58768,54640,4128,0,0,0
2017,Sonora,Menos de 1 s.m.,618736,503339,115397,0,0,0
2017,Sonora,M s de 1 hasta 2 s.m.,46778,41728,5050,0,0,0
2017,Sonora,M s de 10 s.m.,772298,348520,423778,0,0,0
2017,Sonora,M s de 2 hasta 3 s.m.,445958,435290,10668,0,0,0
2017,Sonora,M s de 3 hasta 5 s.m.,974329,522448,451881,0,0,0
2017,Sonora,M s de 5 hasta 10 s.m.,200382,152006,48376,0,0,0
2017,Sonora,No especificado,45708,33713,11995,0,0,0
2017,Sonora,No recibe ingresos,151149,134857,16292,0,0,0
2017,Tabasco,1 salario m¡nimo,93171,75859,17312,0,0,0
2017,Tabasco,Menos de 1 s.m.,578112,561770,16342,0,0,0
2017,Tabasco,M s de 1 hasta 2 s.m.,16361,13316,3045,0,0,0
2017,Tabasco,M s de 10 s.m.,614960,299469,315491,0,0,0
2017,Tabasco,M s de 2 hasta 3 s.m.,276947,268735,8212,0,0,0
2017,Tabasco,M s de 3 hasta 5 s.m.,322872,200548,122324,0,0,0
2017,Tabasco,M s de 5 hasta 10 s.m.,95786,75233,20553,0,0,0
2017,Tabasco,No especificado,15365,10930,4435,0,0,0
2017,Tabasco,No recibe ingresos,182765,176074,6691,0,0,0
2017,Tamaulipas,1 salario m¡nimo,42782,37917,4865,0,0,0
2017,Tamaulipas,Menos de 1 s.m.,438878,413986,24892,0,0,0
2017,Tamaulipas,M s de 1 hasta 2 s.m.,50819,43553,7266,0,0,0
2017,Tamaulipas,M s de 10 s.m.,975913,428406,547507,0,0,0
2017,Tamaulipas,M s de 2 hasta 3 s.m.,484121,469537,14584,0,0,0
2017,Tamaulipas,M s de 3 hasta 5 s.m.,1291685,803165,488520,0,0,0
2017,Tamaulipas,M s de 5 hasta 10 s.m.,136002,96094,39908,0,0,0
2017,Tamaulipas,No especificado,47964,29741,18223,0,0,0
2017,Tamaulipas,No recibe ingresos,376497,326119,50378,0,0,0
2017,Tlaxcala,1 salario m¡nimo,1231,1231,0,0,0,0
2017,Tlaxcala,Menos de 1 s.m.,233609,210074,23535,0,0,0
2017,Tlaxcala,M s de 1 hasta 2 s.m.,2857,1840,1017,0,0,0
2017,Tlaxcala,M s de 10 s.m.,364010,154016,209994,0,0,0
2017,Tlaxcala,M s de 2 hasta 3 s.m.,226314,221898,4416,0,0,0
2017,Tlaxcala,M s de 3 hasta 5 s.m.,583695,347230,236465,0,0,0
2017,Tlaxcala,M s de 5 hasta 10 s.m.,44292,37545,6747,0,0,0
2017,Tlaxcala,No especificado,5648,3264,2384,0,0,0
2017,Tlaxcala,No recibe ingresos,62089,59274,2815,0,0,0
2017,Veracruz,1 salario m¡nimo,51389,49075,2314,0,0,0
2017,Veracruz,Menos de 1 s.m.,3139769,2943667,196102,0,0,0
2017,Veracruz,M s de 1 hasta 2 s.m.,86555,75936,10619,0,0,0
2017,Veracruz,M s de 10 s.m.,1957947,803853,1154094,0,0,0
2017,Veracruz,M s de 2 hasta 3 s.m.,1083358,1065987,17371,0,0,0
2017,Veracruz,M s de 3 hasta 5 s.m.,1056548,759811,296737,0,0,0
2017,Veracruz,M s de 5 hasta 10 s.m.,307240,244023,63217,0,0,0
2017,Veracruz,No especificado,60740,26408,34332,0,0,0
2017,Veracruz,No recibe ingresos,531039,492034,39005,0,0,0
2017,Yucat n,1 salario m¡nimo,6418,5692,726,0,0,0
2017,Yucat n,Menos de 1 s.m.,448011,425648,22363,0,0,0
2017,Yucat n,M s de 1 hasta 2 s.m.,20775,17380,3395,0,0,0
2017,Yucat n,M s de 10 s.m.,554789,246833,307956,0,0,0
2017,Yucat n,M s de 2 hasta 3 s.m.,356619,340975,15644,0,0,0
2017,Yucat n,M s de 3 hasta 5 s.m.,747927,371166,376761,0,0,0
2017,Yucat n,M s de 5 hasta 10 s.m.,118574,86971,31603,0,0,0
2017,Yucat n,No especificado,36254,26344,9910,0,0,0
2017,Yucat n,No recibe ingresos,148054,138413,9641,0,0,0
2017,Zacatecas,1 salario m¡nimo,44456,43168,1288,0,0,0
2017,Zacatecas,Menos de 1 s.m.,572445,499815,72630,0,0,0
2017,Zacatecas,M s de 1 hasta 2 s.m.,5240,4415,825,0,0,0
2017,Zacatecas,M s de 10 s.m.,395262,160475,234787,0,0,0
2017,Zacatecas,M s de 2 hasta 3 s.m.,261497,254871,6626,0,0,0
2017,Zacatecas,M s de 3 hasta 5 s.m.,296773,183431,113342,0,0,0
2017,Zacatecas,M s de 5 hasta 10 s.m.,66720,54728,11992,0,0,0
2017,Zacatecas,No especificado,11133,7391,3742,0,0,0
2017,Zacatecas,No recibe ingresos,41772,37444,4328,0,0,0
2018,Aguascalientes,1 salario m¡nimo,8957,8777,180,0,0,0
2018,Aguascalientes,Menos de 1 s.m.,111973,104423,7550,0,0,0
2018,Aguascalientes,M s de 1 hasta 2 s.m.,7216,4706,2510,0,0,0
2018,Aguascalientes,M s de 10 s.m.,326931,154255,172676,0,0,0
2018,Aguascalientes,M s de 2 hasta 3 s.m.,182576,173969,8607,0,0,0
2018,Aguascalientes,M s de 3 hasta 5 s.m.,562894,381035,181859,0,0,0
2018,Aguascalientes,M s de 5 hasta 10 s.m.,76321,57183,19138,0,0,0
2018,Aguascalientes,No especificado,15219,8499,6720,0,0,0
2018,Aguascalientes,No recibe ingresos,85493,81053,4440,0,0,0
2018,Baja California,1 salario m¡nimo,3429,3429,0,0,0,0
2018,Baja California,Menos de 1 s.m.,299611,214993,84618,0,0,0
2018,Baja California,M s de 1 hasta 2 s.m.,21251,18479,2772,0,0,0
2018,Baja California,M s de 10 s.m.,1062984,507081,555903,0,0,0
2018,Baja California,M s de 2 hasta 3 s.m.,459737,441012,18725,0,0,0
2018,Baja California,M s de 3 hasta 5 s.m.,1627538,970662,656876,0,0,0
2018,Baja California,M s de 5 hasta 10 s.m.,187466,120588,66878,0,0,0
2018,Baja California,No especificado,44669,29770,14899,0,0,0
2018,Baja California,No recibe ingresos,292818,269091,23727,0,0,0
2018,Baja California Sur,1 salario m¡nimo,21068,18568,2500,0,0,0
2018,Baja California Sur,Menos de 1 s.m.,103328,84241,19087,0,0,0
2018,Baja California Sur,M s de 1 hasta 2 s.m.,12676,10543,2133,0,0,0
2018,Baja California Sur,M s de 10 s.m.,238576,106033,132543,0,0,0
2018,Baja California Sur,M s de 2 hasta 3 s.m.,177663,166038,11625,0,0,0
2018,Baja California Sur,M s de 3 hasta 5 s.m.,101897,66918,34979,0,0,0
2018,Baja California Sur,M s de 5 hasta 10 s.m.,43760,32899,10861,0,0,0
